Weighted Total [Total Pts: up to 0 Percentage] |1976945,Total [Total Pts: up to 556 Score] |1976944,Syllabus Quiz [Total Pts: 5 Score] |2061052,Academic Dishonesty Quiz [Total Pts: 5 Score] |2061053,Week 3.1_Population Genetics and Adaptations pt. 1 [Total Pts: 1 Score] |2081743,Week 3.1_Population Genetics and Adaptations pt. 2 [Total Pts: 1 Score] |2081748,Week 3.2_Human Population Genetics [Total Pts: 1 Score] |2081750,Week 4.1_Fossils and Pre-primates [Total Pts: 2 Score] |2081756,Week 5.1_Fossil Primates pt. 1 [Total Pts: 1 Score] |2081767,Week 5.1_Fossil Primates pt. 2 [Total Pts: 1 Score] |2081768,Week 5.2_Living Primates; Primate Social Behavior [Total Pts: 1 Score] |2081769,6.1_Primate Cognition and Intelligence [Total Pts: 2 Score] |2081782,Week 7.1_Your Inner Monkey [Total Pts: 1 Score] |2081788,Week 7.2_Fossil Hominins pt. 1 [Total Pts: 1 Score] |2081789,Week 7.2_Fossil Hominins pt. 2 [Total Pts: 1 Score] |2081790,Week 7.2_Fossil Hominins pt. 3 [Total Pts: 1 Score] |2081792,Week 8.1_Australopithecines pt. 1 [Total Pts: 1 Score] |2081793,Week 8.1_Australopithecines pt. 2 [Total Pts: 1 Score] |2081794,Week 8.2_Intro to the genus Homo [Total Pts: 1 Score] |2081795,Week 9.1_Homo erectus and variants [Total Pts: 1 Score] |2081796,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1 [Total Pts: 1 Score] |2081797","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2 [Total Pts: 1 Score] |2081798",Week 10.1_Origins and Mirgation of Modern Humans pt 1 [Total Pts: 1 Score] |2081799,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 1 Score] |2081800,Week 12.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2081980,Week 13.1_Human Variation pt 1 [Total Pts: 1 Score] |2081992,Week 13.1_Human Variation pt 2 [Total Pts: 0 Score] |2081993,Week 13.2_How race becomes biology pt 1 [Total Pts: 1 Score] |2081994,Week 13.2_How race becomes biology pt 2 [Total Pts: 1 Score] |2081997,Week 13.2_How race becomes biology pt 3 [Total Pts: 1 Score] |2082000,Week 14.1_Diet & Agriculture 1 [Total Pts: 1 Score] |2082003,Week 14.2_Diet & Agriculture 2 pt. 1 [Total Pts: 1 Score] |2082005,Week 14.2_Diet & Agriculture 2 pt. 2 [Total Pts: 1 Score] |2082006,Week 15.1_Forensic Anthropology [Total Pts: 2 Score] |2082007,Week 16.1_Are we still evolving? [Total Pts: 2 Score] |2082009,Lecture video quiz total [Total Pts: up to 35 Score] |2097316,Submit Final Lab 1 Here [Total Pts: 20 Score] |2084171,Submit Final Lab  2 Here [Total Pts: 20 Score] |2085587,Submit Final Lab 3 Here [Total Pts: 20 Score] |2085588,Submit Lab 4 Here [Total Pts: 20 Score] |2085589,Submit Lab 5 Here [Total Pts: 20 Score] |2085590,Submit Lab 6 Here [Total Pts: 20 Score] |2085591,Submit Lab 7 Here [Total Pts: 20 Score] |2085592,Submit Lab 8 Here [Total Pts: 20 Score] |2085593,Submit Lab 9 Here [Total Pts: 20 Score] |2085594,Submit Lab 10 Here [Total Pts: 20 Score] |2085595,Week 3 Synch Session [Total Pts: 10 Score] |2086564,Week 4 Synch Session [Total Pts: 10 Score] |2086565,Week 5 Synch Session [Total Pts: 10 Score] |2086566,Week 6 Synch Session [Total Pts: 10 Score] |2086567,Week 8 Synch Session [Total Pts: 10 Score] |2086568,Week 9 Synch Session [Total Pts: 10 Score] |2086569,Week 10 Synch Session [Total Pts: 10 Score] |2086570,Week 13 Synch Session [Total Pts: 10 Score] |2086571,Week 14 Synch Session [Total Pts: 10 Score] |2086572,Week 15 Synch Session [Total Pts: 10 Score] |2086573,Week 16 Synch Session [Total Pts: 10 Score] |2086574,SUBMISSION PORTAL: Scavenger Hunt (Individual Project) [Total Pts: 20 Score] |2089729,SUBMISSION PORTAL: Museum Exhibit Project (group work project) [Total Pts: 40 Score] |2089730,Submit top 3 choices HERE [Total Pts: 0 Score] |2089736,Museum Introduction video [Total Pts: 1 Score] |2089756,Week 8: TURN IN Museum Progress Check-In HERE [Total Pts: 0 Score] |2095122,Exam 1 [Total Pts: 25 Score] |2086347,Exam 2 [Total Pts: 25 Score] |2086357,Exam 3_SP2021 [Total Pts: 25 Score] |2106849,Total Extra Credit [Total Pts: 0 Score] |2107595,Extra Credit Survey 1 [Total Pts: 0 Complete/Incomplete] |2087491,Extra Credit Survey 2 [Total Pts: 0 Complete/Incomplete] |2108132,Extra Credit Survey 3 [Total Pts: 0 Complete/Incomplete] |2124954,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2123873,Week 14 Survey_Do BEFORE attending Live Session [Total Pts: 0 Complete/Incomplete] |2117557,SUBMIT Peer Reviews Here [Total Pts: 0 Score] |2118057,Midterm Percentage [Total Pts: up to 197 Percentage] |2104492,Midterm Letter Grade [Total Pts: up to 197 Letter] |2273458,Current grade [Total Pts: up to 516 Letter] |2124888,Exam 4_SP2021 [Total Pts: 25 Score] |2125835,Final Percentage [Total Pts: 480 Percentage] |2130996,Final Grade [Total Pts: 0 Text] |2130541,Lab One: Pigeonetics [Total Pts: 20 Score] |2167326,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2167575,Lab Three: Primate Evolution [Total Pts: 20 Score] |2169717,Total Assignment Percentage [Total Pts: up to 370 Percentage] |2292091,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292092,Total Attendance Percentage [Total Pts: up to 35 Percentage] |2292094,Total Extra Credit [Total Pts: 0 Score] |2292095
,440.5,5.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,2.0,2.0,22.0,18,20,18,19,20.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,20,40.0,,1.0,,14.0,14.0,7.0,10.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,83.50253000000001,B,B,8.0,91.77083,A,,,,95.94594000000001,43,62.85714,10.0
,507.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,20,20,19.5,19.5,20.0,20.0,20.0,19.0,20.0,17,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,33.0,0,1.0,0,22.0,24.0,23.0,18.0,Complete,Complete,Complete,Complete,Complete,0,97.46191999999999,A,A,19.0,105.625,A,,,,96.48648,88,94.28571,18.0
,464.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,19,17.5,20,20.0,19.75,0.0,20.0,18.0,12.5,10.0,10.0,10.0,7.0,8.0,3.0,10.0,7.0,10.0,7.0,0.0,20,39.0,,1.0,,24.0,24.0,23.0,19.0,,,Complete,Complete,Complete,Needs Grading,95.43146999999999,A,B,21.0,96.71875,A,,,,83.04054000000001,92,100.0,19.0
,465.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17.5,18.5,19.5,19,19.5,20.0,20.0,0.0,20.0,15.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,19,33.0,0,1.0,0,19.0,22.0,17.0,22.5,Complete,Complete,Complete,Complete,Complete,0,92.38578000000001,A,A,18.0,96.97916,A,,,,86.89189,76,100.0,22.5
,447.0,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,20,18,17.5,18.5,18.0,18.5,19.0,20.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,19,33.0,,1.0,,17.0,21.0,12.0,7.0,,,Complete,,Complete,Needs Grading,90.35531999999999,A,B,16.0,92.70833,A,,,,89.05405,66,100.0,7.0
,485.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,20,19,19,20.0,19.0,16.0,17.0,19.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,18,40.0,Needs Grading,1.0,,18.0,19.0,17.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,90.35531999999999,A,A,20.0,101.04166,A,,,,95.67567,74,100.0,12.0
,437.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,20,18,20,20.0,18.0,0.0,19.0,19.0,15,10.0,0.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,0.0,14,40.0,,,Needs Grading,23.0,19.0,20.0,10.0,Complete,,Complete,Complete,,Needs Grading,88.07106,B,B,18.0,91.14583,A,,,,81.89189,80,100.0,10.0
,385.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,11,17,20,20,0.0,20.0,17.0,0.0,20.0,20,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,32.0,Needs Grading,1.0,0,23.0,22.0,0.0,10.0,Complete,Complete,,In Progress,Complete,Needs Grading,81.21826999999999,B,C,,80.20833,B,,,,77.29729,45,94.28571,10.0
,316.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,12,14,0,0,0.0,0.0,16.0,14.0,0.0,20,8.0,5.0,5.0,10.0,0.0,10.0,0.0,10.0,0.0,,,16,29.0,,1.0,,21.0,17.0,18.0,25.0,,Complete,Complete,Complete,,,59.898469999999996,F,D,21.0,64.79166,D,,,,45.675670000000004,77,100.0,25.0
,501.75,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,19.75,20,20.0,19.75,19.5,20.0,19.0,18.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,0.0,Needs Grading,20.0,19.0,20.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,93.0203,A,A,22.0,104.53125,A,,,,98.85135,81,100.0,12.0
,459.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,17,18,19,20.0,20.0,20.0,20.0,20.0,20,10.0,,10.0,,10.0,10.0,10.0,10.0,10.0,,10.0,19,34.0,,1.0,,21.0,19.0,21.0,5.0,Complete,Complete,,Complete,Complete,Needs Grading,81.21826999999999,B,B,21.0,95.625,A,,,,88.1081,82,100.0,5.0
,323.0,5.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,33.0,19,18,20,,,20.0,,15.0,,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,10.0,15,28.0,Needs Grading,1.0,Needs Grading,16.0,17.0,18.0,5.0,Complete,Complete,Complete,In Progress,,Needs Grading,73.60406,C,D,18.0,67.29166,D,,,,55.4054,69,94.28571,5.0
,500.5,4.5,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,20,20,20.0,20.0,20.0,20.0,19.5,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,37.0,Needs Grading,1.0,,20.0,23.0,22.0,5.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,95.43146999999999,A,A,21.0,104.27083,A,,,,98.78378000000001,86,100.0,5.0
,367.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,0,20,0,20,0.0,0.0,0.0,0.0,14.0,15,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,38.0,,1.0,Needs Grading,22.0,21.0,19.0,12.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,70.55837,C,C,21.0,76.45833,C,,,,61.35135,83,100.0,12.0
,429.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15,18.5,17.5,18.5,19.0,19.0,15.5,15.0,19.0,20,10.0,10.0,10.0,10.0,5.0,10.0,10.0,0.0,10.0,,,19,29.0,Needs Grading,1.0,,20.0,17.0,19.0,15.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,88.07106,B,B,12.0,87.29166,A,,,,81.08108,68,100.0,15.0
,304.5,3.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,31.0,16,18,14,13,12.0,16.0,16.0,14.0,14.0,19,,,,,,7.0,10.0,,5.0,,,17,29.0,,1.0,,13.0,9.0,5.0,5.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,54.56851999999999,F,F,13.0,63.4375,D,,,,59.45945,40,88.57141999999999,5.0
,498.75,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19,17.25,20,19.0,16.25,19.5,19.75,20.0,12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,39.0,Needs Grading,1.0,Needs Grading,24.0,24.0,20.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,96.5736,A,A,22.0,103.90625,A,,,,94.79729,90,100.0,12.0
,463.0,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34.0,Needs Grading(18.00),20,17,20,20.0,19.0,20.0,18.5,20.0,20,10.0,10.0,10.0,10.0,0.0,8.0,10.0,10.0,10.0,,,20,34.0,Needs Grading,1.0,,21.0,21.0,18.0,14.0,,,Complete,Complete,,Needs Grading,92.13197,A,B,21.0,96.45833,A,,,,87.7027,81,97.14285,14.0
,498.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,18,20,20.0,18.5,20.0,19.0,20.0,20,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,36.0,,1.0,In Progress,24.0,25.0,23.0,5.0,Complete,Complete,Complete,Complete,Complete,,93.1472,A,A,24.0,103.75,A,,,,94.86486,96,100.0,5.0
,485.75,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,33.0,19.5,16.75,17.5,19.5,19.5,18.0,19.0,19.0,19.0,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,0.0,19.5,39.0,,1.0,Needs Grading,23.0,19.0,23.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,92.25888,A,A,24.0,101.19791,A,,,,92.22972,89,94.28571,12.0
,437.5,4.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20,20,19,20,20.0,20.0,18.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,19,38.0,Needs Grading,1.0,,18.0,18.0,14.0,7.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,82.99492,B,B,17.0,91.14583,A,,,,95.67567,67,0.0,7.0
,452.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,22.0,20,18.5,16,19,19.0,19.0,0.0,19.75,18.0,14,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,20,38.0,Needs Grading,1.0,Needs Grading,19.0,20.0,24.0,22.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,86.0406,B,B,23.0,86.51041,A,,,,84.12162,86,62.85714,22.0
,471.5,3.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,18,19,18,18.0,18.0,17.0,19.0,20.0,20,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,19,40.0,Needs Grading,1.0,Needs Grading,16.0,15.0,18.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,86.54822,B,A,15.0,98.22916,A,,,,94.86486,64,100.0,12.0
,334.0,3.5,4.5,1.0,1.0,,2.0,1.0,0.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,9.0,0,15,17,20,16.0,0.0,16.0,0.0,19.0,19,0.0,0.0,0.0,0.0,10.0,8.0,10.0,10.0,10.0,10.0,0.0,18,40.0,,1.0,,16.0,17.0,10.0,22.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,50.76142,F,D,13.0,69.58333,B,,,,64.32432,56,25.71428,22.0
,428.5,4.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34.0,17,20,19,18,18.0,18.0,17.0,20.0,17.0,10,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,17,40.0,Needs Grading,1.0,,22.0,17.0,21.0,8.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,85.53299,B,B,15.0,89.27083,A,,,,81.35135,75,97.14285,8.0
,468.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19,19,20,20.0,19.0,19.0,19.0,19.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,16,40.0,Needs Grading,1.0,,20.0,15.0,13.0,10.0,Complete,Complete,,In Progress,Complete,Needs Grading,90.86294000000001,A,A,10.0,97.5,A,,,,95.67567,58,100.0,10.0
,502.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,19,17,20,18.0,19.0,20.0,20.0,18.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,37.0,,1.0,Needs Grading,17.0,24.0,22.0,15.0,Complete,Complete,Complete,,Complete,Needs Grading,92.13197,A,A,24.0,104.6875,A,,,,95.94594000000001,87,100.0,15.0
,397.0,5.0,5.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8,17.5,13.5,20,18.5,17.5,13.5,17.25,20.0,15,10.0,10.0,10.0,9.0,10.0,10.0,7.0,10.0,10.0,10.0,5.0,19.75,33.5,Needs Grading,1.0,,17.0,24.0,,8.0,Complete,Complete,,,Complete,Needs Grading,77.15736,C,C,19.0,82.70833,B,,,,85.13513,60,8.57142,8.0
,497.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,18.5,20,20.0,19.5,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,40.0,Needs Grading,1.0,Needs Grading,21.0,20.0,18.0,5.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,94.16243,A,A,21.0,103.64583,A,,,,99.18918000000001,80,100.0,5.0
,441.0,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,19,20,20,18.75,19.5,19.75,19.0,19.25,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,19.75,40.0,Needs Grading,1.0,Needs Grading,11.0,13.0,16.0,5.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,85.7868,B,B,16.0,91.875,A,,,,90.4054,56,100.0,5.0
,397.0,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,17.5,18,,19,18.0,19.0,,20.0,20.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,20,32.0,Needs Grading,1.0,,15.0,20.0,19.0,0.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,79.18781,C,C,16.0,82.70833,B,,,,76.62162,70,94.28571,0.0
,389.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,14,18,16,15.0,13.0,12.0,14.0,19.0,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,,10.0,In Progress,40.0,Needs Grading,,,13.0,17.0,10.0,5.0,Complete,,Complete,Complete,,,81.72588,B,C,13.0,81.04166,B,,,,77.56756,53,100.0,5.0
,402.5,4.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17.5,19,0,18,17.5,18.0,12.0,17.0,17.0,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,21.0,Needs Grading,1.0,,20.0,12.0,12.0,20.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,77.15736,C,C,19.0,77.60416,B,,,,74.32432,63,100.0,20.0
,432.0,5.0,5.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,2.0,,19.0,19,19.5,19.25,20,19.75,19.5,19.0,0.0,20.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,0.0,17.5,40.0,Needs Grading,1.0,,24.0,23.0,18.0,3.0,Complete,Complete,,,Complete,Needs Grading,93.27411,A,B,20.0,90.0,A,,,,84.86486,85,54.285709999999995,3.0
,464.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19,16,17,19.0,18.0,17.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,33.0,,1.0,Needs Grading,20.0,18.0,13.0,3.0,Complete,,Complete,,Complete,Needs Grading,88.83248,B,B,17.0,96.66666,A,,,,94.05405,68,100.0,3.0
,433.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,22.0,20,20,19,20,20.0,19.0,20.0,20.0,20.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,20,40.0,,1.0,Needs Grading,23.0,24.0,24.0,2.0,,,,Complete,Complete,Needs Grading,96.95430999999999,A,B,0.0,90.20833,A,,,,88.64864,71,62.85714,2.0
,441.5,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,10,16,20,18.0,20.0,19.0,18.0,19.0,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,10.0,19,40.0,,1.0,,19.0,0.0,16.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,74.87309,C,B,19.0,91.97916,A,,,,90.81081,54,100.0,7.0
