Total [Total Pts: up to 588 Score] |2138654,Week 1.2_Anthropology and Science [Total Pts: 1 Score] |2175184,Week 2.2 Lecture_Inheritance and Genetics [Total Pts: 1 Score] |2177170,Week 3.1_Population Genetics and Adaptations pt. 1_FA21 [Total Pts: 1 Score] |2184208,Week 3.1_Population Genetics and Adaptations pt. 2_FA21 [Total Pts: 1 Score] |2184209,Week 3.2_Human Population Genetics_FA21 [Total Pts: 1 Score] |2184210,Week 4.1_Fossils and Pre-primates_FA21 [Total Pts: 1 Score] |2184212,Week 5.1_Fossil Primates pt. 1_FA21 [Total Pts: 1 Score] |2184217,Week 5.1_Fossil Primates pt. 2_FA21 [Total Pts: 1 Score] |2184219,Week 5.2_Living Primates; Primate Social Behavior_FA21 [Total Pts: 1 Score] |2184222,6.1_Primate Cognition and Intelligence_FA21 [Total Pts: 1 Score] |2184225,Week 7.1_Your Inner Monkey_FA21 [Total Pts: 1 Score] |2184286,Week 7.2_Fossil Hominins pt. 1_FA21 [Total Pts: 1 Score] |2184287,Week 7.2_Fossil Hominins pt. 2_FA21 [Total Pts: 1 Score] |2184288,Week 7.2_Fossil Hominins pt. 3_FA21 [Total Pts: 1 Score] |2184290,Week 8.1_Australopithecines pt. 1_FA21 [Total Pts: 1 Score] |2184340,Week 8.1_Australopithecines pt. 2_FA21 [Total Pts: 1 Score] |2184341,Week 8.2_Intro to the genus Homo_FA21 [Total Pts: 1 Score] |2184342,Week 9.1_Homo erectus and variants_FA21 [Total Pts: 1 Score] |2192419,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1_FA21 [Total Pts: 1 Score] |2192420","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2_FA21 [Total Pts: 1 Score] |2192421",Week 10.1_Origins and Migration of Modern Humans pt 1_FA21 [Total Pts: 1 Score] |2245069,Week 10.1_Origins and Migration of Modern Humans pt 2_FA21 [Total Pts: 1 Score] |2245071,Lab One: Pigeonetics [Total Pts: 20 Score] |2192204,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2192205,Lab 3: Primate Evolution [Total Pts: 20 Score] |2192206,Lab 4: Primate Behavior and Observation [Total Pts: 20 Score] |2238914,Lab 5: The Human Skeleton [Total Pts: 20 Score] |2241953,Lab 6: Austalopithecines and Early Homo [Total Pts: 20 Score] |2239583,Lab 7: Later Members of the Genus Homo [Total Pts: 20 Score] |2244092,Lab 8: Science Literacy [Total Pts: 20 Score] |2191833,Lab 9: Human Variation [Total Pts: 20 Score] |2270771,Lab 10: Bioarchaeology and Forensics [Total Pts: 20 Score] |2244095,Week 4 Lab Session [Total Pts: 5 Score] |2245107,Week 5 Lab Session [Total Pts: 5 Score] |2245108,Week 7 Lab Session [Total Pts: 5 Score] |2245109,Week 8 Lab Session [Total Pts: 5 Score] |2245110,Week 9 Lab Session [Total Pts: 5 Score] |2245113,Week 10 Lab Session [Total Pts: 5 Score] |2245114,Week 12 Lab Session [Total Pts: 5 Score] |2245115,Week 13 Lab Session [Total Pts: 5 Score] |2245118,Week 15 Lab Session [Total Pts: 5 Score] |2245119,Academic Dishonesty Quiz [Total Pts: 5 Score] |2225736,Syllabus Quiz Fall 2021 [Total Pts: 5 Score] |2225737,Extra Credit Survey 1_FA21 [Total Pts: 0 Complete/Incomplete] |2244200,Extra Credit Survey 2_FA21 [Total Pts: 0 Complete/Incomplete] |2273353,Extra Credit Survey 3_FA21 [Total Pts: 0 Complete/Incomplete] |2281812,Survey Extra Credit points [Total Pts: 0 Score] |2245075,Documentary Analysis [Total Pts: 0 Score] |2246930,Bonus Lab: Ethics [Total Pts: 0 Score] |2246984,Exam 1 Study Guide [Total Pts: 0 Score] |2238690,Exam 1_FA2021 [Total Pts: 100 Score] |2238686,Exam 2 Study Guide [Total Pts: 0 Score] |2249403,Exam 2_FA2021 [Total Pts: 100 Score] |2268007,Exam 3 Study Guide [Total Pts: 0 Score] |2273376,Exam 3_FA21 [Total Pts: 100 Score] |2281987,Week 12.1_Intro to Human Variation_FA21 [Total Pts: 1 Score] |2245155,Week 12.1_Human Variation pt 1_FA21 [Total Pts: 1 Score] |2245159,Week 12.1_Human Variation pt 2_FA21 [Total Pts: 1 Score] |2245161,Week 12.2_How race becomes biology pt 1_FA21 [Total Pts: 1 Score] |2245162,Week 12.2_How race becomes biology pt 2_FA21 [Total Pts: 1 Score] |2245163,Week 12.2_How race becomes biology pt 3_FA21 [Total Pts: 1 Score] |2245164,Week 13.1_Diet & Agriculture 1_FA21 [Total Pts: 1 Score] |2251570,Week 13.2_Diet & Agriculture 2 pt. 1_FA21 [Total Pts: 1 Score] |2251571,Week 13.2_Diet & Agriculture 2_part 2_FA21 [Total Pts: 1 Score] |2251572,Week 14.1_Forensic Anthropology_FA21 [Total Pts: 1 Score] |2251644,Week 15.1_Are we still evolving?_FA21 [Total Pts: 1 Score] |2251662,Lecture Total [Total Pts: up to 33 Score] |2272943,Final Grade Letter [Total Pts: 0 Text] |2281847,Final Grade Percentage [Total Pts: up to 588 Percentage] |2281849,Current grade (Weeks 1-11) [Total Pts: up to 402 Percentage] |2273358,Current grade (Weeks 1-11) letter [Total Pts: up to 402 Letter] |2273462,Midterm grade [Total Pts: up to 219 Letter] |2245147,Midterm Grade Percentage [Total Pts: up to 219 Percentage] |2273460,TA and Lab Time [Total Pts: 0 Text] |2225820,ANTH105- Mid-Semester Check-In-L.Smith [Total Pts: 0 Complete/Incomplete] |2244427,Lab 10: Bioarchaeology and Forensics [Total Pts: 0 Score] |2281201,Total Assignment Percentage [Total Pts: up to 245 Percentage] |2292165,Total Exam Percentage [Total Pts: up to 300 Percentage] |2292166,Total Attendance Percentage [Total Pts: up to 33 Percentage] |2292169,Total Extra Credit [Total Pts: 0 Score] |2292170
477.16646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.16666,20,15.9998,19,20,16.5,18,17.5,20,19,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,Complete,Complete,,4.0,,,,78.0,,82.0,,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,B,81.15075,84.24538000000001,B,B,86.37737,EW M11,,,81.29243000000001,77.33333,96.96969,4
474.0998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.5,0,12.9998,0,17.1,19,20,18.5,0,19.5,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,,,2.0,10,20,,76.0,,88.0,,82.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,29.0,B,80.62921,77.63676,C,D,63.926840000000006,EW M1,,,64.73461,82.0,87.87878,32
572.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,19,18.5,19.5,20,18,20,19.5,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,,4.0,,In Progress,,98.0,,94.0,,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,97.27891,97.76119,A,A,99.54337,EW M11,,,97.55102,95.33333,100.0,4
512.66666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.16666,17,13,16.5,19,18,19,18,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,20,0,,68.0,,80.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,87.1882,88.47429,B,B,80.6697,,Complete,,89.25169,75.33333,100.0,26
579.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,20,18,18.5,16.25,18,19,17,20,20,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,20,5,88.0,5,76.0,5.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,98.5119,95.83333,A,A,97.26026999999999,,,,92.14285,83.33333,100.0,61
483.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.5,12,14.9998,19.5,20,11.5,14.5,20,20,17.5,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,In Progress,5,74.0,5,66.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,82.31289,75.74620999999999,C,B,81.96337,EW M11,,,77.34685,78.66666,100.0,16
564.30646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16666,20,14.9998,19,15.14,17.5,18,18,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,4.0,,20,5,80.0,5,84.0,5.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,A,95.97048000000001,90.37474,A,A,91.62852,,Complete,,92.57406,86.66666,87.87878,39
564.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,18.5,20,19.5,18.5,19,19.5,19,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,,5,78.0,5,76.0,5.0,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,96.0034,95.398,A,A,92.46575,WF M9,,,95.91835999999999,82.0,100.0,41
560.4998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,12,17.9998,19,20,19.5,19.5,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,,In Progress,,86.0,5,96.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,95.32309000000001,94.27855,A,B,89.49762,EW M11,,,93.67338000000001,92.66666,100.0,11
238.1659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.666,19,7.4999,0,16.5,9,0,6.5,0,0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,4.5,4.5,Complete,,,2.0,,,,56.0,,54.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,F,40.5044,54.89201,F,D,60.806340000000006,,,,40.47587,36.66666,54.54545,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,F,F,0.0,,,,0.0,0.0,0.0,0
464.53312999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.83333,18.5,14.9998,18,14.2,15,17,19,20,17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,Complete,Complete,Complete,6.0,,In Progress,5,60.0,,72.0,5.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,79.00223000000001,79.7346,C,B,81.88727,KB W9,,,86.34005,64.66666,100.0,16
427.33342999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.33333,19.5,16.0001,19.5,17,12.5,16.5,19.5,17,10,,,,,5.0,5.0,,,,4.5,5.0,Complete,Complete,Complete,,20,20,,44.0,5,50.0,5.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,72.67575,69.36154,D,D,63.850880000000004,KM F11,,,71.36058,53.333330000000004,100.0,50
486.33342999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.33333,19,17.0001,18.5,16,14,17.5,18.5,17,14,,5.0,5.0,5.0,5.0,5.0,,,,5.0,4.5,Complete,Complete,Complete,,20,In Progress,5,80.0,5,62.0,5.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,82.70976,86.27696999999999,B,B,86.45362,KM F11,,,78.70752,72.0,100.0,35
301.7498,,1.0,1.0,,,1.0,,,,,,,,,,,0.0,1.0,,,,,18.5,20,14.9998,19.5,19.25,18,18.5,In Progress,,,,,,,5.0,5.0,,,,5.0,5.0,,,,,,,,92.0,,56.0,,,,,1.0,,,,,,,,,5.0,F,51.31799,74.81338000000001,C,B,81.27844,KM F11,,,56.632569999999994,49.33333,15.15151,0
533.92333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.83333,19,20,19,18.59,18,18,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,,,2.0,,,,84.0,,88.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,A,90.80328,90.90132,A,A,91.24809,EW M11,,,95.88707,85.33333,96.96969,2
513.86646,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,16.9998,20,18.2,19,17.5,19,20,15,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.5,5.0,Complete,Complete,Complete,,,,5,86.0,,80.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,B,87.39225,90.01653,A,A,93.22669,KM W3,,,89.53733000000001,82.66666,96.96969,5
508.83333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.33333,20,17.5,19.5,18,18.5,17.5,20,20,19,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.5,Complete,Complete,Complete,,,,5,82.0,,70.0,,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.53628,86.02819000000001,B,A,90.79146999999999,KM W3,,,90.34013,80.0,100.0,5
599.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,20,18.5,17.75,20,20,18,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,20,20,5,90.0,5,80.0,5.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,101.99829,99.19154,A,A,97.14611,,,,96.42857,86.66666,100.0,61
407.38333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.33333,18.5,18.5,16.75,14.8,11,13.5,,20,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.5,4.5,Complete,Complete,Complete,6.0,,,,72.0,,58.0,,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,31.0,C,69.28286999999999,75.21973,C,B,83.14307,,,,67.91156,65.33333,93.93939,6
559.16676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,18.5,19.0001,20,20,19,19,19,19,20,5.0,,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,Complete,Complete,,,10,20,,74.0,,86.0,5.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,95.09638000000001,90.09123000000001,B,B,84.55103000000001,KM F11,,,91.08847,86.0,100.0,35
477.3998,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,17,18,15.9998,19,19.4,18,17,18.5,20,17.5,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,,4.0,,,,74.0,,70.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,24.0,B,81.19044,79.95019,C,B,83.10493000000001,KB W9,,,89.9591,73.33333,72.72726999999999,4
461.13313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.43333,11,11.6998,19.5,20,17.5,16.5,20,19,16,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.5,,,Complete,,20,,,46.0,5,76.0,5.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,78.42399999999999,78.39132,C,D,62.61786,KM F11,,,80.25842,64.0,100.0,30
516.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,17.16666,17,20,18.5,18,17.5,15.5,17.5,20,18,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,Complete,Complete,Complete,6.0,,,5,76.0,5,74.0,5.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,B,87.78344,85.48921,B,B,89.80212,,Complete,,89.45577,78.66666,96.96969,21
458.25,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,12.75,13,17,18,15.5,17,18.5,20,15.5,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,2.5,Complete,Complete,Complete,6.0,10,20,,56.0,5,58.0,,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,C,77.93366999999999,72.699,C,D,68.83561,KB F9,,,80.91835999999999,60.0,96.96969,41
541.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5,20,19,18.5,14.25,15.5,20,16,20,16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,14,,82.0,5,72.0,5.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,92.04930999999999,92.5995,B,A,92.46575,,,,90.91835999999999,75.33333,100.0,50
608.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,20,17.5,19.5,15.5,20,19,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,,5,94.0,5,96.0,5.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,103.48639,103.98009,A,A,100.22831,WF M9,,,95.91835999999999,96.66666,100.0,41
493.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.16666,19,15,19.5,20,19,19,0,20,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,,,2.0,,20,5,84.0,,80.0,,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,B,83.87188,89.34494000000001,B,A,90.48705,,Complete,,78.23128,80.66666,69.69696,27
440.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.5,14.25,19,18,13.5,13,16.5,14.5,15,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.5,Complete,Complete,Complete,6.0,,,,62.0,,74.0,,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,74.95748,78.66915,C,B,80.47945,WF M3,,,74.79590999999999,70.0,100.0,6
532.2498,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,19.75,17.4998,19,20,20,18.5,18.5,20,18.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,Needs Grading,,2.0,,,,84.0,,86.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,31.0,A,90.51867,91.10691,A,A,90.75333,WF M9,,,96.2244,84.66666,93.93939,2
468.1999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.5,19,13.9999,19,18.2,18.5,17.5,19.5,19,18,5.0,5.0,5.0,5.0,5.0,5.0,,,,4.5,4.5,Complete,Complete,Complete,,10,20,,44.0,,62.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,79.62583000000001,74.30345,C,D,68.26479,KM W3,,,84.97955,62.66666,100.0,30
525.505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5,19.5,20,18.5,18,19,17,17.005,16,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.5,4.5,Complete,,,2.0,,,,92.0,,92.0,,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.37159,93.90547,A,A,95.20546999999999,,,,83.06326,92.66666,100.0,2
573.83313,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.33333,20,16.9998,18.5,20,18,16.5,19,20,18,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,20,5,72.0,5,88.0,5.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,A,97.59066,94.48585,B,B,88.73658,,,,91.9727,82.0,96.96969,61
461.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.5,20,17.9998,18,19,16.5,18,19.5,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Complete,Complete,Complete,6.0,20,In Progress,,60.0,,46.0,,62.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,30.0,C,78.57139000000001,79.10441999999999,C,B,80.13689000000001,EW M1,,,93.87746,56.0,90.90909,26
593.91666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,19.5,20,19.25,20,20,20,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,,5,94.0,5,94.0,5.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,101.00623,100.22802,A,A,100.87518,,,,98.94556999999999,96.0,100.0,21
344.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,4.5,1,20,0,20,18,14.5,0,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,Complete,,,2.0,,,,84.0,,68.0,,60.0,,,1.0,,,,,,,,,3.0,F,58.5034,65.67164,D,F,58.67579,,,,51.836729999999996,70.66666,9.0909,2
425.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,17,20,14.9999,19.5,19,16,13.5,20,17,11,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.0,Complete,Complete,Complete,,,,,70.0,,44.0,,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,C,72.44896,72.63679,C,B,81.96342,KM W3,,,82.8571,61.333330000000004,90.90909,0
429.7498,,,,,,,,,,,,,,,,,,,,,1.0,,15.5,19.75,11.9998,14,17.5,19.5,17.5,17,20,20,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,,4.5,2.5,Complete,Complete,,4.0,10,,,76.0,,66.0,,56.0,,,1.0,,,,,,,,1.0,3.0,C,73.0867,75.8084,C,C,74.54328000000001,WF M3,,,84.79583000000001,66.0,9.0909,14
545.2498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,19,18.9998,20,19,18.75,17,20,20,19.5,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,,4.0,,,,92.0,,92.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,92.72955,93.96761,A,A,97.26018,KB F9,,,94.79583000000001,88.66666,100.0,4
