Syllabus Quiz [Total Pts: 5 Score] |1911615,Academic Dishonesty Quiz [Total Pts: 5 Score] |1870591,Week 2 Synch Session [Total Pts: 0 Score] |1934655,Lab 1 Submission Portal [Total Pts: 20 Score] |1870975,Lab 2 Submission Portal [Total Pts: 20 Score] |1880697,Week 4 Synch Session [Total Pts: 10 Score] |1934656,Lab 3 Submission Portal [Total Pts: 20 Score] |1880699,Week 5 Synch Session [Total Pts: 10 Score] |1934657,Lab 4 Submission Portal [Total Pts: 20 Score] |1880700,Week 6 - Synch Session [Total Pts: 10 Score] |1934717,Lab 5 Submission Portal [Total Pts: 20 Score] |1880703,Week 8 - Synch Session [Total Pts: 10 Score] |1934718,Lab 6 Submission Portal [Total Pts: 20 Score] |1880698,Week 9 - Synch Session [Total Pts: 10 Score] |1934720,Lab 7 Submission Portal [Total Pts: 20 Score] |1880702,Week 10 - Synch Session [Total Pts: 10 Score] |1934721,Lab 8 Submission Portal [Total Pts: 20 Score] |1905297,Week 12 - Synch Session [Total Pts: 10 Score] |1934722,Lab 9 Submission Portal [Total Pts: 20 Score] |1880704,Week 13 - Synch Session [Total Pts: 10 Score] |1934723,Lab 10 Submission Portal [Total Pts: 20 Score] |1880701,Week 15 - Synch Session [Total Pts: 10 Score] |1934725,Survey 1 [Total Pts: 0 Complete/Incomplete] |1902274,Survey 2 [Total Pts: 0 Complete/Incomplete] |1902273,All Extra Credit [Total Pts: 0 Score] |1931834,Midterm Attendance [Total Pts: 12 Score] |1934662,Exam 1 [Total Pts: 25 Score] |1943578,End of the semester survey [Total Pts: 0 Complete/Incomplete] |1945103,Exam 2 Fall 2020 [Total Pts: 25 Score] |1996668,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 2 Score] |2001405,Discussion Grade Total [Total Pts: 0 Text] |2001543,Midterm Percentage [Total Pts: up to 182 Percentage] |2273453,Midterm Grade [Total Pts: 0 Text] |2004473,Week 11.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2005571,Submit your Scavenger Hunt Packet HERE [Total Pts: 20 Score] |2006891,Submit your Museum Exhibit Design HERE [Total Pts: 40 Score] |2006893,Exam 3_FA2020 [Total Pts: 25 Score] |2006913,Submit your Peer Evaluation Rubrics HERE [Total Pts: 0 Score] |2009269,Week 13.1_Agriculture and Diet 1 [Total Pts: 1 Score] |2011226,Week 13.2_Agriculture and Diet 2 pt. 1 [Total Pts: 1 Score] |2011228,Week 13.2_Agriculture and Diet 2 pt. 2 [Total Pts: 2 Score] |2011229,Week 13_Pre-Lab Session Survey [Total Pts: 0 Complete/Incomplete] |2011877,Week 14.1_Forensic Anthropology [Total Pts: 2 Score] |2014015,Week 15.1_Are we still evolving? [Total Pts: 2 Score] |2018467,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2019144,Survey 3_FA2020 [Total Pts: 0 Complete/Incomplete] |2019403,Exam 4_FA2020 [Total Pts: 25 Score] |2021351,Total attendance grade (entire semester) [Total Pts: 30 Text] |2023789,Final Points [Total Pts: 0 Score] |2023926,Final Percentage [Total Pts: 0 Text] |2023928,Final Letter Grade [Total Pts: 0 Text] |2027259,Total Assignment Percentage [Total Pts: up to 350 Percentage] |2292064,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292068,Total Attendance Percentage [Total Pts: up to 30 Percentage] |2292083,Total Extra Credit [Total Pts: 0 Score] |2292090
5.0,5.0,10.0,18,20,10.0,18.75,10.0,19.75,10.0,18.0,10.0,15.25,10.0,14.5,10.0,20.0,10.0,18.5,10.0,18.0,10.0,Complete,Complete,4.0,12.0,25.0,,24.0,2.0,28.0,97.52747,A,2.0,20.0,39.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,494.75,95.1,A,94.21428,93,100,4
4.0,4.5,10.0,15,17,10.0,16,10.0,17.75,10.0,16.875,7.0,13.5,10.0,15.5,10.0,0.0,10.0,18.5,10.0,18.0,0.0,Complete,,1.0,12.0,25.0,,20.0,,9.0,88.5989,B,,19.0,36.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,17.0,12.0,392.625,75.5,C,80.03571,82,40,1
5.0,5.0,0.0,20,20,10.0,18,10.0,20.0,10.0,20.0,10.0,0,10.0,17.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,Complete,,5.0,12.0,25.0,,19.0,2.0,30.0,95.60439000000001,A,,20.0,35.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,Complete,Complete,20.0,24.0,475.0,91.35,A,91.14285,87,80,5
5.0,5.0,10.0,19.75,20,10.0,18.75,10.0,20.0,10.0,19.0,10.0,0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,In Progress,,0.0,12.0,24.0,,19.0,,26.0,95.32967,A,,20.0,40.0,19.0,5,,,,Complete,,,In Progress,,17.0,12.0,374.5,72.02,C,70.71428,79,40,0
5.0,5.0,10.0,16,17,10.0,16.75,10.0,0.0,10.0,18.0,10.0,16.5,10.0,17.5,10.0,19.0,10.0,18.5,10.0,18.0,10.0,Complete,Complete,4.0,12.0,23.0,,23.0,2.0,24.0,81.18131,B,2.0,20.0,34.0,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,27.0,445.25,85.6,B,86.07141999999999,79,90,4
4.0,4.0,0.0,14,0,10.0,16,10.0,20.0,10.0,20.0,10.0,19,10.0,18.0,10.0,18.0,10.0,20.0,10.0,20.0,10.0,,,4.0,12.0,23.0,,21.0,2.0,27.0,79.12087,B,2.0,20.0,40.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,19.0,30.0,469.0,90.19,A,90.0,85,100,4
0.0,0.0,10.0,0,0,10.0,15.75,10.0,0.0,5.0,18.25,4.0,0,0.0,18.75,10.0,18.0,10.0,19.5,10.0,18.75,0.0,Complete,In Progress,1.0,12.0,21.0,,17.0,2.0,20.0,49.862629999999996,F,,16.0,33.0,15.0,4,,,,Complete,,,,,15.0,15.0,320.0,61.54,D,62.0,68,50,1
4.5,4.5,10.0,20,20,10.0,19.5,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,17.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,3.0,12.0,25.0,,23.0,2.0,17.0,98.07692,A,2.0,19.0,40.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,497.5,94.0,A,98.71428,92,100,3
5.0,5.0,0.0,20,20,10.0,20,10.0,15.0,10.0,20.0,10.0,0,10.0,0.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,4.0,12.0,24.0,,23.0,2.0,30.0,95.60439000000001,A,2.0,20.0,0.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,431.0,82.88,B,75.71428,92,100,4
5.0,5.0,0.0,18,20,0.0,20,10.0,20.0,10.0,0.0,10.0,20,10.0,17.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,4.0,12.0,25.0,,25.0,2.0,28.0,93.40659000000001,A,2.0,19.0,40.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,475.0,91.34,A,89.42857,90,100,4
4.5,5.0,0.0,18,10,10.0,19.5,10.0,0.0,10.0,17.0,0.0,0,10.0,18.0,10.0,18.0,10.0,19.0,10.0,0.0,10.0,Complete,,3.0,12.0,22.0,,16.0,2.0,10.0,75.27472,C,2.0,20.0,40.0,16.0,0,1.0,1.0,2.0,Complete,2.0,0.0,,,16.0,27.0,399.0,77.0,B,74.14285,70,90,3
4.5,5.0,10.0,18.5,20,10.0,19,10.0,19.5,10.0,19.5,7.0,20,10.0,20.0,10.0,18.0,10.0,20.0,10.0,19.0,10.0,Complete,Complete,0.0,12.0,23.0,,18.0,2.0,28.0,93.13186,A,2.0,19.0,40.0,21.0,0,1.0,1.0,2.0,Complete,2.0,0.0,In Progress,,19.0,27.0,486.0,93.0,A,97.0,81,90,0
4.0,5.0,10.0,18,19,10.0,18.5,10.0,20.0,10.0,18.75,10.0,19.5,10.0,20.0,10.0,19.5,10.0,20.0,10.0,0.0,10.0,Complete,,5.0,12.0,25.0,,23.0,2.0,20.0,95.87912,A,2.0,19.0,40.0,21.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,Complete,18.0,30.0,483.25,93.0,A,92.07141999999999,87,100,5
5.0,4.5,10.0,18.75,19.75,10.0,12,10.0,18.0,10.0,18.75,10.0,19,10.0,0.0,10.0,17.75,10.0,19.5,10.0,16.25,10.0,Complete,,3.0,12.0,21.0,,21.0,2.0,27.5,89.01098,B,,19.5,34.5,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,24.0,445.75,85.72,B,86.78571,78,80,3
4.5,5.0,10.0,8,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,16.20879,F,,,,,,,,,,,,,,,12.0,,,,2.28571,0,40,0
4.5,4.5,10.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Complete,Complete,0.0,12.0,0.0,,0.0,0.0,0.0,11.53846,F,0.0,,,0.0,,0.0,0.0,0.0,Complete,,,,,,12.0,,,,0.0,0,40,0
4.5,5.0,10.0,19,18,10.0,19,10.0,19.0,10.0,17.0,10.0,19,10.0,17.0,10.0,19.0,10.0,0.0,10.0,0.0,10.0,Complete,Complete,4.0,12.0,21.0,,22.0,2.0,26.0,93.13186,A,2.0,17.0,34.0,16.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,15.0,30.0,431.5,83.0,B,82.28571,74,100,4
4.0,5.0,10.0,18,20,10.0,18,10.0,18.0,10.0,16.0,10.0,18,10.0,19.0,10.0,16.0,10.0,20.0,10.0,18.0,10.0,Complete,,3.0,12.0,19.0,,16.0,0.0,30.0,87.91208,A,2.0,17.0,33.0,13.0,Needs Grading,0.0,,,Complete,,,Complete,Complete,14.0,15.0,440.0,84.6,B,91.71428,62,50,3
4.5,5.0,10.0,19,20,10.0,16.5,10.0,19.5,10.0,19.5,10.0,17.5,10.0,16.5,10.0,18.0,10.0,20.0,10.0,19.0,10.0,Complete,Complete,9.0,12.0,21.0,,18.0,2.0,30.0,90.93406,A,2.0,19.5,40.0,18.0,0,1.0,1.0,0.0,Complete,2.0,2.0,Complete,Complete,20.0,27.0,486.5,94.0,A,95.71428,77,90,9
4.5,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,9.06593,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
5.0,5.0,10.0,20,20,10.0,20,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,20.0,10.0,20.0,10.0,16.0,10.0,Complete,Complete,6.0,12.0,25.0,,23.0,2.0,30.0,98.90109,A,2.0,19.0,37.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,24.0,30.0,513.0,98.7,A,97.71428,95,100,6
5.0,5.0,10.0,19.5,20,10.0,18,10.0,20.0,10.0,19.0,10.0,17.25,10.0,18.5,10.0,19.5,10.0,19.5,10.0,20.0,10.0,Complete,Complete,2.0,12.0,25.0,,21.0,2.0,28.0,96.42857,A,,20.0,35.5,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,,25.0,27.0,498.75,95.91,A,96.21428,95,90,2
4.5,4.5,10.0,17.5,18.5,10.0,19.25,10.0,18.0,10.0,18.125,10.0,15.5,0.0,15.0,10.0,19.75,0.0,0.0,10.0,20.0,10.0,Complete,Complete,4.0,12.0,21.0,,22.0,2.0,22.5,91.8956,B,2.0,20.0,34.0,21.0,Needs Grading,1.0,,,Complete,2.0,,Complete,Complete,22.0,22.5,429.625,82.6,B,81.60714,86,75,4
0.0,0.0,10.0,10,19,10.0,0,10.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,0.0,12.0,21.0,,15.0,,0.0,58.7912,F,,0.0,0.0,,,,,,,,,,,,12.0,117.0,22.0,F,19.71428,36,40,0
4.0,5.0,10.0,17,20,10.0,20,10.0,19.0,10.0,20.0,10.0,18,10.0,18.0,10.0,20.0,10.0,20.0,0.0,20.0,10.0,Complete,,4.0,12.0,25.0,,18.0,2.0,20.0,93.40659000000001,A,2.0,20.0,40.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,Complete,19.0,30.0,477.0,91.73,A,94.85714,82,100,4
0.0,0.0,10.0,19,20,10.0,19.75,10.0,20.0,5.0,19.25,10.0,20,10.0,16.25,10.0,18.5,10.0,20.0,10.0,19.0,10.0,,Complete,1.0,12.0,25.0,,22.0,,26.0,89.42307,B,,20.0,40.0,21.0,1,,,,Complete,2.0,,,,19.0,15.0,464.75,89.38,A,96.21428,87,50,1
4.5,5.0,10.0,18.5,17.5,10.0,18.5,10.0,19.5,10.0,17.25,10.0,16,10.0,13.0,10.0,18.0,10.0,18.0,10.0,19.0,10.0,,Complete,3.0,12.0,24.0,,19.0,2.0,16.0,92.58241,B,,20.0,40.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,19.0,27.0,462.75,89.0,B,92.92857,82,90,3
4.5,5.0,10.0,0,19,10.0,19,10.0,19.5,10.0,18.75,10.0,18,10.0,17.0,10.0,18.75,10.0,20.0,10.0,18.5,0.0,Complete,Complete,1.0,12.0,21.0,,16.0,2.0,29.0,80.21978,B,0.0,19.0,39.0,17.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,,6.0,27.0,434.0,83.0,B,87.57141999999999,60,90,1
4.5,4.0,0.0,17,16,0.0,20,10.0,0.0,0.0,0.0,0.0,19,0.0,20.0,10.0,18.0,10.0,20.0,8.0,20.0,0.0,,Complete,18.0,12.0,20.0,,15.0,2.0,22.0,65.10989000000001,D,2.0,20.0,38.0,16.0,,1.0,,,In Progress,,,Complete,Complete,20.0,19.5,385.0,74.03,C,70.28571,71,65,18
5.0,5.0,10.0,15.5,18.5,10.0,12.5,10.0,17.75,0.0,15.875,5.0,11.75,0.0,15.5,10.0,14.75,10.0,14.5,10.0,13.5,10.0,Complete,,3.0,12.0,20.0,,19.0,2.0,18.0,79.80769000000001,C,2.0,17.5,40.0,16.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,406.625,78.2,C,77.89285,73,100,3
5.0,4.0,0.0,18,20,10.0,19,10.0,20.0,10.0,18.0,0.0,20,0.0,18.0,10.0,19.0,10.0,19.0,10.0,18.0,10.0,Complete,Complete,15.0,12.0,23.0,,0.0,0.0,18.0,82.96703000000001,B,2.0,18.0,38.0,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,,21.0,27.0,447.0,86.0,B,90.0,63,90,15
4.5,4.0,10.0,17.5,19.5,10.0,19.5,10.0,19.25,10.0,17.25,10.0,18,10.0,19.5,10.0,18.0,10.0,15.5,10.0,18.0,10.0,Complete,Complete,4.0,12.0,25.0,,24.0,2.0,30.0,96.2912,A,2.0,20.0,40.0,22.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,20.0,30.0,496.5,95.0,A,94.85714,91,100,4
5.0,4.0,10.0,16.5,18.5,10.0,18,10.0,20.0,10.0,15.875,10.0,17.5,10.0,14.0,10.0,19.75,10.0,18.5,10.0,15.0,10.0,Complete,Complete,16.0,12.0,23.0,,19.0,2.0,26.0,91.20879000000001,A,2.0,18.25,38.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,486.875,93.6,A,91.39285,86,100,16
5.0,5.0,10.0,17,20,10.0,15.5,10.0,16.0,10.0,14.0,10.0,15,10.0,10.0,10.0,12.5,10.0,20.0,10.0,20.0,10.0,Complete,Complete,1.0,12.0,16.0,,16.0,2.0,30.0,83.7912,B,2.0,19.0,40.0,9.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,7.0,30.0,429.0,81.0,B,88.28571,48,100,1
5.0,4.5,0.0,0,18,10.0,15.5,10.0,17.5,10.0,18.0,10.0,17.5,10.0,0.0,10.0,0.0,10.0,10.0,10.0,17.0,10.0,,,0.0,12.0,25.0,,18.0,,0.0,79.94505,C,,17.5,32.0,19.0,Needs Grading,,,,Complete,,,Complete,Complete,21.0,12.0,369.5,71.0,C,72.28571,83,40,0
4.5,4.0,10.0,19,20,10.0,18,10.0,19.0,10.0,20.0,10.0,20,10.0,18.5,10.0,19.0,10.0,20.0,10.0,20.0,10.0,,,0.0,12.0,25.0,,20.0,0.0,19.0,94.23076,B,2.0,0.0,40.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,1.0,Complete,Complete,22.0,25.5,466.5,88.0,B,92.42857,89,85,0
5.0,5.0,10.0,18,20,10.0,20,10.0,20.0,10.0,19.5,10.0,17,10.0,19.5,10.0,19.5,10.0,20.0,10.0,20.0,10.0,Complete,Complete,0.0,12.0,25.0,,22.0,2.0,28.0,97.25274,A,2.0,19.0,40.0,22.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,,19.0,30.0,499.5,96.0,A,97.85714,88,100,0
4.0,4.0,10.0,19,20,10.0,17.5,10.0,17.0,10.0,19.0,10.0,19,10.0,16.0,10.0,20.0,10.0,19.0,10.0,17.0,10.0,,,1.0,12.0,18.0,,21.0,2.0,30.0,89.28571,B,2.0,20.0,39.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,23.0,30.0,498.5,96.0,A,95.0,85,100,1
5.0,4.5,10.0,17,19.5,10.0,17.5,10.0,19.5,10.0,18.75,10.0,18,0.0,17.0,10.0,18.5,10.0,19.5,10.0,19.0,10.0,Complete,Complete,1.0,12.0,21.0,,14.0,2.0,28.0,87.91208,B,0.0,19.5,40.0,18.0,0,0.0,0.0,0.0,Complete,0.0,,Complete,Complete,18.0,15.0,449.25,86.0,B,92.5,71,50,1
4.5,4.0,10.0,20,Needs Grading,10.0,0,10.0,0.0,10.0,0.0,10.0,0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,,,0.0,12.0,25.0,,20.0,,0.0,63.46153,D,,20.0,38.0,22.0,Needs Grading,,,,Complete,,,,,19.0,12.0,274.5,52.0,F,48.0,86,40,0
4.5,4.0,10.0,19,19.75,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,19.0,,0.0,,8.5,50.961529999999996,F,,0.0,0.0,0.0,,,,,,,,,,0.0,12.0,101.25,19.47,F,15.214279999999999,19,40,0
5.0,5.0,10.0,18,19.5,10.0,18.5,10.0,18.5,10.0,19.5,10.0,20,10.0,19.0,10.0,19.0,10.0,18.0,10.0,17.5,10.0,Complete,Complete,3.0,12.0,21.0,,12.0,0.0,25.0,87.63736,B,0.0,19.0,40.0,15.0,0,0.0,0.0,0.0,Complete,0.0,0.0,Complete,Complete,11.0,12.0,444.5,85.0,B,96.14285,59,40,3
4.5,4.0,10.0,17,20,10.0,18,10.0,19.0,10.0,19.0,10.0,18.5,10.0,17.0,0.0,16.0,10.0,20.0,10.0,14.0,7.0,,,0.0,12.0,25.0,,19.0,2.0,24.0,92.58241,A,2.0,18.0,28.0,15.0,,1.0,1.0,2.0,In Progress,2.0,2.0,,,13.0,30.0,448.0,86.0,B,86.14285,72,100,0
5.0,4.5,10.0,18.25,19.5,10.0,20,10.0,19.5,10.0,18.25,10.0,16.5,10.0,17.0,10.0,18.5,10.0,18.0,10.0,17.5,10.0,Complete,Complete,6.0,12.0,16.0,,17.0,2.0,27.0,88.87361999999999,A,2.0,19.5,34.0,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,464.0,89.23,A,93.28571,65,100,6
4.0,4.5,10.0,15.5,18,10.0,18.5,10.0,18.5,10.0,17.5,10.0,18.5,10.0,10.0,10.0,19.0,10.0,19.0,10.0,17.0,10.0,Complete,Complete,3.0,12.0,24.0,,19.0,,30.0,90.10989000000001,A,,0.0,39.0,21.0,Needs Grading,1.0,,,Complete,2.0,2.0,Complete,Complete,18.0,19.5,457.0,88.0,A,85.85714,82,65,3
0.0,0.0,10.0,16.5,19,0.0,16.5,0.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Complete,Complete,0.0,12.0,22.0,,0.0,0.0,0.0,58.24175,F,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Complete,0.0,0.0,,,0.0,12.0,107.0,21.0,F,20.57142,22,40,0
5.0,4.5,0.0,16,0,10.0,0,10.0,20.0,0.0,20.0,10.0,0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,17.0,,14.0,2.0,0.0,59.61538,F,,0.0,0.0,0.0,,,,,,,,,,0.0,15.0,,,,30.285709999999998,31,50,0
5.0,4.5,10.0,18.5,19,10.0,20,10.0,20.0,10.0,0.0,10.0,15,0.0,15.25,10.0,18.5,10.0,19.0,10.0,0.0,10.0,Complete,Complete,6.0,12.0,19.0,,19.0,2.0,22.5,91.75824,A,,20.0,34.5,23.0,Needs Grading,,,,Complete,,,Complete,Complete,15.0,15.0,422.25,81.2,B,79.92857,76,50,6
5.0,5.0,0.0,15,20,0.0,0,0.0,15.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,12.0,21.0,,22.0,,0.0,68.68131,F,,0.0,0.0,,,,,,,,,,,,12.0,127.0,24.42,F,17.14285,43,40,2
4.0,5.0,10.0,0,0,10.0,0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Complete,Complete,2.0,12.0,17.0,,0.0,0.0,0.0,31.868129999999997,F,0.0,,,0.0,,0.0,0.0,0.0,Complete,,,,,,12.0,,,,5.7142800000000005,17,40,2
5.0,5.0,0.0,19,20,10.0,19,10.0,20.0,10.0,20.0,10.0,20,10.0,17.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,Complete,,5.0,12.0,25.0,,20.0,2.0,30.0,96.15384,A,2.0,18.0,38.0,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,20.0,30.0,496.0,95.38,A,97.42857,80,100,5
4.5,5.0,0.0,17,20,10.0,0,10.0,20.0,10.0,17.0,10.0,0,10.0,17.0,10.0,19.0,0.0,0.0,10.0,20.0,10.0,,,0.0,12.0,20.0,,22.0,2.0,21.0,82.6923,B,2.0,19.0,40.0,20.0,Needs Grading,1.0,,,Complete,2.0,2.0,,,22.0,25.5,409.0,78.65,C,76.85714,84,85,0
3.5,4.5,7.0,15,18,10.0,15.75,10.0,19.0,10.0,17.625,10.0,17,10.0,18.0,0.0,17.25,0.0,18.5,10.0,20.0,0.0,Complete,,2.0,12.0,24.0,,21.0,2.0,10.0,89.42307,B,2.0,20.0,34.0,18.0,Needs Grading,1.0,,,Complete,2.0,2.0,,Complete,16.0,25.5,414.625,79.7,B,82.89285,79,85,2
5.0,4.5,10.0,15.5,17,10.0,18.5,10.0,19.5,10.0,0.0,10.0,18,0.0,20.0,10.0,15.75,10.0,13.5,10.0,15.5,10.0,,,0.0,12.0,25.0,,23.0,2.0,18.0,93.40659000000001,B,2.0,19.25,40.0,18.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,,,17.0,27.0,430.0,82.7,B,83.57141999999999,83,90,0
3.5,4.0,10.0,19.75,19.75,10.0,19.75,10.0,20.0,10.0,19.75,10.0,20,10.0,19.75,10.0,19.5,10.0,20.0,10.0,19.75,10.0,Complete,Complete,14.0,12.0,25.0,,22.0,2.0,30.0,96.56593000000001,A,2.0,20.0,40.0,14.0,1,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,508.5,97.79,A,99.42857,79,100,14
5.0,4.5,10.0,16,20,10.0,19.5,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,4.0,12.0,21.0,,19.0,0.0,30.0,91.75824,A,2.0,17.0,38.0,18.0,Needs Grading,1.0,1.0,2.0,Complete,1.0,1.0,In Progress,Complete,17.0,24.0,482.0,92.69,A,97.0,75,80,4
5.0,4.5,10.0,19,20,10.0,0,10.0,20.0,10.0,19.5,10.0,19,10.0,19.0,10.0,20.0,10.0,20.0,10.0,0.0,10.0,Complete,Complete,1.0,12.0,25.0,,22.0,2.0,24.0,86.53846,B,0.0,20.0,40.0,21.0,0,0.0,0.0,0.0,Complete,0.0,0.0,,,23.0,15.0,448.0,86.0,B,87.57141999999999,91,50,1
4.0,5.0,10.0,19.5,19,10.0,20,10.0,18.0,10.0,18.5,10.0,18,10.0,17.5,10.0,19.0,10.0,18.5,10.0,18.5,10.0,Complete,Complete,4.0,12.0,21.0,,23.0,2.0,2.0,94.23076,A,2.0,19.5,40.0,20.0,Needs Grading,,,,Complete,2.0,2.0,,,23.0,24.0,474.0,91.0,A,96.0,87,80,4
3.5,5.0,10.0,19,19,10.0,18.75,10.0,19.5,10.0,18.5,10.0,18,10.0,16.5,10.0,15.5,10.0,20.0,10.0,18.0,10.0,,,2.0,12.0,24.0,,22.0,0.0,10.0,94.91758,A,0.0,18.5,40.0,22.0,0,0.0,0.0,0.0,In Progress,0.0,0.0,,,18.0,12.0,469.75,90.0,A,94.64285,86,40,2
5.0,5.0,10.0,19.25,19.75,10.0,20,10.0,20.0,10.0,20.0,10.0,20,10.0,18.0,10.0,19.5,10.0,19.75,10.0,20.0,10.0,Complete,Complete,6.0,12.0,25.0,,25.0,2.0,30.0,99.45054,A,2.0,20.0,40.0,24.0,2,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,23.0,30.0,519.25,99.86,A,98.92857,97,100,6
5.0,4.0,10.0,17,19,10.0,18.5,10.0,20.0,10.0,17.5,10.0,18.5,10.0,17.5,10.0,18.0,10.0,19.5,10.0,18.0,10.0,,,4.0,12.0,22.0,,14.0,2.0,10.0,88.73626,A,2.0,19.0,40.0,19.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,13.0,30.0,473.5,91.0,A,95.0,68,100,4
5.0,4.5,10.0,20,20,10.0,19,10.0,19.0,10.0,20.0,10.0,18,10.0,15.5,10.0,18.0,10.0,18.0,10.0,18.0,10.0,Complete,Complete,6.0,12.0,25.0,,23.0,2.0,10.0,97.52747,A,2.0,20.0,37.0,24.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,20.0,30.0,500.0,96.0,A,95.0,92,100,6
5.0,5.0,10.0,16.5,20,10.0,18.5,10.0,19.5,10.0,19.0,10.0,14.75,10.0,20.0,10.0,19.25,10.0,19.5,10.0,16.0,10.0,Complete,,1.0,12.0,25.0,,24.0,2.0,26.0,96.42857,A,2.0,20.0,36.0,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,21.0,30.0,490.0,94.2,A,94.0,94,100,1
4.5,5.0,0.0,18.5,17.5,4.0,0,7.0,18.75,7.0,15.5,7.0,9,10.0,0.0,10.0,19.75,10.0,19.5,10.0,17.0,10.0,,,1.0,12.0,23.0,,23.0,,21.0,77.06043000000001,C,,19.5,38.0,16.0,Needs Grading,,,,Complete,2.0,2.0,,In Progress,16.0,15.0,392.5,75.5,C,76.57141999999999,78,50,1
