Food Allergies Survey [Total Pts: 0 Complete/Incomplete] |1479492,Academic Integrity Quiz [Total Pts: 10 Score] |1479493,Syllabus Quiz [Total Pts: 10 Score] |1494922,Pre-Lab 1 [Total Pts: 5 Score] |1496771,Lab 1 [Total Pts: 20 Score] |1496772,Pre-Lab 2 [Total Pts: 5 Score] |1496773,Lab 2 [Total Pts: 20 Score] |1496774,Pre-Lab 3 [Total Pts: 5 Score] |1496775,Lab 3 [Total Pts: 20 Score] |1496776,Pre-Lab 4 [Total Pts: 5 Score] |1496777,Lab 4 [Total Pts: 20 Score] |1496778,Pre-Lab 5 [Total Pts: 5 Score] |1496779,Lab 5 [Total Pts: 20 Score] |1496780,Pre-Lab 6 [Total Pts: 5 Score] |1496781,Lab 6 [Total Pts: 20 Score] |1496782,Pre-Lab 7 [Total Pts: 5 Score] |1496783,Lab 7 [Total Pts: 20 Score] |1496784,Pre-Lab 8 [Total Pts: 5 Score] |1496785,Lab 8 [Total Pts: 20 Score] |1496786,Pre-Lab 9 [Total Pts: 5 Score] |1496787,Lab 9 [Total Pts: 20 Score] |1496788,Pre-Lab 10 [Total Pts: 5 Score] |1496789,Lab 10 [Total Pts: 20 Score] |1496790,E&E #1 [Total Pts: 1 Score] |1496793,E&E #2 [Total Pts: 2 Score] |1496794,E&E #3 [Total Pts: 2 Score] |1496795,E&E #4 [Total Pts: 2 Score] |1496796,E&E #5 [Total Pts: 2 Score] |1496797,E&E #6 [Total Pts: 4 Score] |1496798,E&E #7 [Total Pts: 2 Score] |1496799,E&E #8 [Total Pts: 5 Score] |1496800,E&E #9 [Total Pts: 3 Score] |1496801,E&E #10 [Total Pts: 3 Score] |1496802,E&E #12 [Total Pts: 4 Score] |1496804,E&E #13 [Total Pts: 2 Score] |1496805,E&E #14 [Total Pts: 4 Score] |1496806,E&E Running Total [Total Pts: up to 36 Score] |1496808,Documentary Review Extra Credit [Total Pts: 0 Score] |1522564,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1535043,Midterm Grade Percentage Column [Total Pts: up to 133 Percentage] |1548277,Midterm Letter Grade [Total Pts: 0 Text] |1548278,March Mammal Madness Extra Credit [Total Pts: 0 Score] |1550204,Documentary Lab Questions [Total Pts: 25 Score] |1556627,Exam 1 [Total Pts: 40 Score] |1556814,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1561597,Field Museum Scavenger Hunt [Total Pts: 50 Score] |1561598,Misc. Extra Credit [Total Pts: 0 Score] |1566943,Final Percentage [Total Pts: 475 Percentage] |1566944,Final Letter Grade [Total Pts: 100 Text] |1566946,Exam 2 [Total Pts: 40 Score] |1567890,Inquizitive Extra Credit [Total Pts: 0 Score] |1568003,Date Last Attendance [Total Pts: 0 Text] |1569614,Total Assignment Percentage [Total Pts: up to 355 Percentage] |2291801,Total Exam Percentage [Total Pts: up to 80 Percentage] |2291807,Total Attendance Percentage [Total Pts: up to 36 Percentage] |2291808,Total Extra Credit [Total Pts: 0 Score] |2291988
Complete,9.0,10.0,5.0,19.0,5.0,20.0,5.0,18.0,5.0,20.0,5.0,20.0,4.5,20.0,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,0.0,4.0,2.0,4.0,32.0,,Complete,96.2406,A,,20,35.0,30.0,50.0,,99.05263000000001,A,30.0,0.5,,97.46478,81.25,88.88888,0.5
Complete,9.0,10.0,5.0,19.0,5.0,19.0,5.0,20.0,5.0,20.0,,20.0,5.0,19.0,4.0,19.5,4.0,19.5,5.0,20.0,5.0,20.0,,,2.0,,,,2.0,,0.0,,4.0,,,8.0,,Complete,89.47368,B,,25,33.0,30.0,42.0,,90.94736,A,36.0,,,94.64788,86.25,22.22222,0.0
Complete,7.0,10.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,20.0,0.0,19.5,4.0,18.0,5.0,20.0,5.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,2.0,0.0,0.0,14.0,,Complete,33.0827,F,,25,33.0,30.0,50.0,,78.63157,C,26.0,,,75.91549,73.75,38.88888,0.0
Complete,10.0,10.0,4.5,19.0,3.5,18.0,5.0,18.0,5.0,15.0,4.0,20.0,2.5,17.0,4.0,20.0,4.0,19.0,5.0,18.0,5.0,20.0,1.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,Complete,89.47368,B,,22.5,35.0,27.5,42.5,2.0,88.42105,B,31.0,,,89.85915,82.5,36.11111,2.0
Complete,10.0,10.0,5.0,20.0,5.0,20.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.0,4.5,19.5,5.0,20.0,3.0,20.0,1.0,1.0,2.0,1.5,2.0,0.0,0.0,5.0,3.0,1.0,4.0,2.0,4.0,26.5,5.0,Complete,94.73684,A,,25,33.0,29.0,47.0,1.0,96.8421,A,34.0,,,97.32394000000001,83.75,73.61111,6.0
Complete,9.0,10.0,5.0,20.0,5.0,17.5,5.0,18.0,5.0,20.0,5.0,19.0,4.5,17.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,1.0,2.0,2.0,1.0,1.0,,2.0,5.0,,3.0,4.0,2.0,4.0,27.0,,Complete,91.35338,A,,22.5,35.0,29.5,48.5,,94.8421,A,35.0,5.0,,96.19718,87.5,75.0,5.0
Complete,10.0,10.0,4.5,19.0,3.0,20.0,5.0,16.5,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,4.0,19.0,5.0,20.0,5.0,20.0,1.0,0.0,1.5,2.0,1.0,4.0,2.0,5.0,3.0,1.0,4.0,0.0,0.0,24.5,5.0,Complete,92.10526,A,,25,35.0,30.0,50.0,,101.36842,A,32.0,4.5,,97.18309,83.75,68.05555,9.5
Complete,10.0,10.0,4.5,19.5,3.0,11.5,4.0,16.25,5.0,20.0,5.0,20.0,5.0,18.0,3.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,5.0,Complete,78.00751,B,5.0,25,31.0,25.0,48.0,,88.36842,B,31.0,1.0,,92.32394000000001,77.5,0.0,11.0
Complete,0.0,10.0,2.5,20.0,3.0,17.0,5.0,16.0,4.5,20.0,,19.0,5.0,16.5,5.0,19.0,4.5,19.5,4.0,20.0,4.5,20.0,1.0,0.0,0.0,2.0,1.0,3.0,,3.0,3.0,1.0,,2.0,4.0,20.0,,Complete,78.94736,C,,25,28.0,25.0,45.5,,79.68421,B,,,,90.28169,35.0,55.55555,0.0
,0.0,0.0,0.0,19.5,1.0,14.0,4.5,18.5,0.0,20.0,4.5,20.0,5.0,18.5,5.0,20.0,2.5,19.5,5.0,20.0,2.5,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,0.0,2.0,,,58.270669999999996,F,,25,28.0,25.0,48.5,,79.47368,C,29.0,,,89.7183,71.25,5.55555,0.0
Complete,10.0,10.0,5.0,19.0,5.0,20.0,5.0,18.5,5.0,20.0,5.0,20.0,4.5,20.0,5.0,19.5,4.5,20.0,5.0,20.0,5.0,20.0,1.0,1.0,2.0,2.0,1.0,3.5,2.0,5.0,3.0,3.0,4.0,2.0,4.0,33.5,,Complete,96.2406,A,,17.5,34.0,30.0,50.0,,98.8421,A,32.0,,,96.76056,82.5,93.05555,0.0
Complete,0.0,,4.0,19.0,5.0,19.0,4.0,18.0,5.0,19.0,5.0,19.0,4.0,18.0,2.0,18.5,5.0,17.0,5.0,20.0,5.0,20.0,,1.0,,,,,,5.0,,,,,,6.0,,Complete,70.67669000000001,C,,22.5,24.0,26.5,50.0,1.0,82.94736,B,30.0,,,93.09859,67.5,16.66666,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,10.0,10.0,4.0,18.0,4.0,19.5,3.0,18.5,5.0,19.5,5.0,19.0,4.5,18.5,2.5,20.0,1.5,19.0,5.0,19.0,2.0,19.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,,Complete,87.59398,B,,7.5,36.0,22.5,43.5,1.0,82.94736,B,26.0,,,84.50704,77.5,30.55555,1.0
,8.0,10.0,,,,,5.0,17.0,,,,18.0,,,4.0,19.0,,,3.0,16.0,,,,,,2.0,,0.0,,,3.0,,,2.0,,7.0,,,31.578940000000003,F,5.0,17.5,26.0,26.0,29.0,,49.15789,F,23.0,,5/2/19,43.52112,61.25,19.44444,5.0
Complete,10.0,10.0,3.5,18.0,3.5,16.0,5.0,18.5,4.5,18.0,5.0,16.0,5.0,18.0,5.0,19.0,4.5,19.5,4.0,18.0,5.0,20.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,13.0,,Complete,82.70676,B,,20,24.0,23.0,43.0,2.0,83.78947,B,27.0,,,87.88731999999999,63.75,36.11111,2.0
Complete,10.0,10.0,5.0,19.0,5.0,17.5,5.0,18.0,5.0,20.0,4.0,16.0,5.0,18.0,5.0,20.0,4.0,19.5,5.0,18.0,5.0,20.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,2.5,0.0,2.0,4.0,30.5,,Complete,95.11278,A,,25,34.0,27.5,49.0,2.0,94.63157,A,38.0,,,94.50704,90.0,84.72222,2.0
Complete,8.0,10.0,5.0,16.0,5.0,20.0,3.0,18.0,5.0,19.5,4.0,19.0,4.0,19.0,4.5,19.0,4.0,19.0,5.0,19.5,4.0,18.5,1.0,1.0,1.5,2.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,33.5,5.0,Complete,90.22556,A,5.0,22.5,34.0,24.0,44.0,1.0,92.10526,A,33.0,,,90.56338000000001,83.75,93.05555,11.0
Complete,9.0,10.0,5.0,19.0,0.0,18.5,5.0,19.0,0.0,0.0,5.0,20.0,4.5,19.5,5.0,20.0,3.0,20.0,5.0,20.0,5.0,20.0,1.0,2.0,0.0,2.0,1.0,4.0,2.0,5.0,0.0,0.0,4.0,2.0,4.0,27.0,,Complete,71.80451,C,,22.5,33.0,25.0,46.0,,90.10526,A,29.0,,,86.47887,77.5,75.0,0.0
Complete,8.0,10.0,5.0,19.0,5.0,19.0,5.0,18.5,5.0,16.0,5.0,19.0,5.0,18.5,3.5,19.0,5.0,19.0,5.0,20.0,5.0,20.0,,,,,1.0,,,,,,,,,1.0,,Complete,83.83458,B,5.0,15,25.0,26.0,43.0,1.0,67.78947,B,13.0,,,90.28169,47.5,2.7777700000000003,6.0
,8.0,10.0,4.5,17.0,3.0,19.0,5.0,18.5,5.0,19.0,5.0,18.5,4.0,18.5,4.0,19.0,4.5,19.5,5.0,18.5,3.5,19.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,16.0,,Complete,84.21051999999999,B,,17.5,28.0,27.5,41.5,1.0,83.36842,B,16.0,,,89.29576999999999,55.0,44.44444,1.0
Complete,8.0,10.0,4.0,20.0,3.0,19.0,4.0,18.75,5.0,20.0,3.0,17.0,3.0,20.0,4.5,20.0,5.0,20.0,5.0,20.0,4.0,20.0,0.0,2.0,0.0,0.0,0.0,,,,,,4.0,,,6.0,5.0,Complete,85.52631,B,,25,31.0,26.0,49.0,,88.89473000000001,B,27.0,,,94.43661,72.5,16.66666,5.0
Complete,8.0,10.0,0.0,0.0,5.0,17.0,4.0,15.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,Complete,66.16541,D,,25,26.0,30.0,47.0,1.0,85.26315,B,29.0,,,89.01408,68.75,27.77777,6.0
Complete,10.0,10.0,0.0,13.0,5.0,19.0,5.0,18.5,5.0,18.0,4.0,19.0,5.0,20.0,5.0,19.0,4.0,20.0,5.0,20.0,3.0,20.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,3.0,1.0,4.0,2.0,4.0,27.0,5.0,Complete,83.83458,B,,25,34.0,29.0,48.0,1.0,93.36842,A,32.0,,,92.8169,82.5,75.0,6.0
Complete,10.0,10.0,3.0,17.0,5.0,19.5,5.0,19.0,5.0,19.5,4.5,19.0,5.0,19.5,5.0,19.0,4.0,19.5,5.0,18.0,4.0,20.0,,0.0,2.0,1.0,2.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,4.0,24.0,,Complete,88.7218,B,,25,32.0,28.0,44.0,2.0,92.10526,A,31.0,,,93.66197,78.75,66.66666,2.0
,9.0,9.0,4.0,20.0,5.0,19.0,2.0,18.0,3.0,20.0,5.0,20.0,5.0,20.0,4.0,19.0,4.5,20.0,5.0,20.0,5.0,20.0,1.0,2.0,,2.0,,,2.0,,3.0,,3.0,2.0,4.0,19.0,,Complete,85.71428,B,,15,26.0,29.0,41.5,,88.0,B,31.0,,5/1/19,91.2676,71.25,52.77777,0.0
Complete,10.0,9.0,5.0,20.0,3.0,20.0,5.0,19.0,5.0,20.0,5.0,19.0,5.0,18.0,5.0,19.5,3.5,20.0,5.0,20.0,5.0,20.0,1.0,1.0,2.0,2.0,1.0,3.5,2.0,5.0,3.0,1.0,4.0,0.0,4.0,29.5,,Complete,95.11278,A,,20,35.0,30.0,49.0,1.0,94.21051999999999,A,28.0,3.5,,96.05633,78.75,81.94444,4.5
Complete,10.0,9.0,4.5,20.0,5.0,20.0,4.0,18.5,5.0,20.0,5.0,15.0,5.0,18.0,4.0,19.0,4.0,20.0,5.0,18.0,5.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,4.0,18.0,5.0,Complete,89.47368,B,,25,36.0,29.0,47.0,1.0,94.94736,A,37.0,,,94.36619,91.25,50.0,6.0
Complete,8.0,10.0,0.0,19.0,4.0,18.0,0.0,19.5,5.0,20.0,,,4.0,19.5,5.0,18.5,4.0,20.0,4.0,20.0,5.0,20.0,,1.0,,2.0,2.0,,,,3.0,3.0,3.0,2.0,4.0,20.0,5.0,Complete,81.57894,D,5.0,25,31.0,30.0,39.0,,86.63157,B,33.0,,5/1/19,84.36619,80.0,55.55555,10.0
Complete,9.0,10.0,5.0,20.0,4.0,19.0,4.0,19.0,5.0,19.0,5.0,16.5,4.5,18.5,5.0,19.0,4.0,20.0,5.0,18.0,5.0,18.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,0.0,0.0,24.0,,Complete,90.97744,A,,25,35.0,25.0,50.0,1.0,92.73684,A,32.0,,,93.94366,83.75,66.66666,1.0
Complete,10.0,10.0,5.0,17.0,5.0,17.0,5.0,17.5,5.0,20.0,5.0,19.0,5.0,17.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,1.0,2.0,0.0,1.0,0.0,,,5.0,3.0,,,,,12.0,5.0,Complete,86.8421,B,5.0,20,35.0,27.0,48.0,,92.31578,A,29.0,,,93.66197,80.0,33.33333,10.0
,0.0,,4.0,20.0,5.0,19.5,5.0,19.0,5.0,18.5,5.0,18.0,2.0,15.5,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,10.0,,,72.93233000000001,C,,20,24.0,30.0,50.0,1.0,84.42105,B,30.0,,,94.64788,67.5,27.77777,1.0
Complete,10.0,10.0,4.5,19.0,4.0,20.0,5.0,18.0,5.0,20.0,5.0,20.0,4.5,20.0,4.5,19.5,2.5,20.0,5.0,20.0,4.0,20.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,4.0,20.0,,Complete,91.35338,A,,10,27.0,30.0,47.0,1.0,89.36842,A,29.0,5.0,,92.25352,70.0,55.55555,6.0
Complete,9.0,10.0,5.0,20.0,4.0,16.0,5.0,18.5,0.0,20.0,5.0,20.0,4.5,19.5,5.0,20.0,4.5,19.5,5.0,20.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80.82706,B,,22.5,34.0,24.5,44.0,,86.63157,B,32.0,,,91.97183000000001,82.5,0.0,0.0
Complete,10.0,9.0,5.0,18.0,4.0,17.0,4.0,19.0,5.0,19.0,5.0,19.0,4.0,17.0,5.0,19.5,4.0,19.0,5.0,20.0,5.0,20.0,1.0,0.0,2.0,2.0,2.0,,,,3.0,1.0,,2.0,4.0,17.0,,Complete,87.96992,B,,17.5,35.0,25.0,43.5,,89.57894,A,30.0,,,90.0,81.25,47.22222,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,10.0,9.0,4.5,19.0,5.0,11.0,3.0,16.0,5.0,20.0,5.0,20.0,4.5,19.0,5.0,20.0,4.0,19.5,5.0,20.0,4.0,20.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,4.0,0.0,4.0,33.0,,Complete,86.09022,B,,25,33.0,29.0,45.0,,91.26315,A,33.0,,,92.53520999999999,82.5,91.66666,0.0
Complete,9.0,10.0,5.0,19.0,5.0,18.0,4.0,18.0,5.0,20.0,3.0,20.0,5.0,18.5,3.0,19.0,4.0,19.0,5.0,20.0,4.0,20.0,1.0,,,2.0,,,2.0,5.0,,1.0,4.0,2.0,4.0,21.0,,Complete,87.21804,B,,25,34.0,29.0,48.0,1.0,92.94736,A,32.0,,,94.78873,82.5,58.333330000000004,1.0
Complete,10.0,10.0,4.0,17.0,3.0,17.0,4.0,18.0,5.0,20.0,5.0,20.0,3.5,20.0,5.0,20.0,3.5,20.0,5.0,19.0,5.0,20.0,1.0,1.0,0.0,2.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,2.0,4.0,13.5,,Complete,86.09022,B,,15,30.0,29.5,47.0,1.0,87.15789000000001,B,24.0,,,91.69014,67.5,37.5,1.0
,9.0,10.0,,18.0,5.0,18.0,4.0,17.0,3.0,18.0,4.0,19.0,5.0,15.0,4.0,19.0,2.0,19.0,4.0,18.0,3.0,20.0,1.0,0.0,1.0,,2.0,,2.0,4.0,0.0,,,2.0,4.0,16.0,,,79.69924,C,,20,27.0,22.5,34.0,,80.73684,B,27.0,,,82.11267,67.5,44.44444,0.0
,10.0,9.0,0.0,0.0,4.0,18.0,5.0,19.0,4.0,20.0,5.0,20.0,4.5,19.5,3.0,19.0,,,4.0,20.0,5.0,20.0,1.0,,1.0,1.0,,,2.0,,,,,,,5.0,,Complete,69.17293000000001,D,,25,24.0,0.0,38.5,,69.36842,D,28.0,,5/1/19,71.40845,65.0,13.888879999999999,0.0
,,,5.0,18.0,5.0,17.0,3.0,18.0,5.0,18.0,4.0,19.0,5.0,16.0,4.0,19.0,2.0,19.0,3.0,19.0,5.0,20.0,,1.0,1.0,2.0,,,,3.0,3.0,3.0,4.0,2.0,4.0,23.0,5.0,,69.92481,C,,17.5,26.0,27.0,45.0,,83.68421,B,30.0,,,88.30985,70.0,63.88888000000001,5.0
Complete,10.0,9.0,5.0,20.0,5.0,20.0,3.0,19.5,5.0,20.0,5.0,18.0,5.0,18.0,4.5,19.5,5.0,20.0,5.0,20.0,5.0,20.0,1.0,2.0,0.0,2.0,1.0,4.0,2.0,5.0,3.0,0.0,4.0,0.0,0.0,24.0,,Complete,95.11278,A,,25,32.0,30.0,45.0,1.0,95.05263000000001,A,32.0,,,96.47887,80.0,66.66666,1.0
Complete,8.0,10.0,5.0,18.0,2.0,19.0,5.0,18.5,0.0,0.0,5.0,,5.0,18.5,5.0,20.0,3.0,19.5,5.0,19.0,2.0,20.0,1.0,1.0,2.0,2.0,4.0,2.0,,5.0,2.0,3.0,,2.0,4.0,28.0,,Complete,73.30827,C,5.0,22.5,34.0,30.0,49.0,1.0,84.94736,B,35.0,0.5,,81.97183000000001,86.25,77.77776999999999,6.5
Complete,8.0,10.0,5.0,17.0,2.5,19.0,4.0,18.0,0.0,0.0,4.0,18.5,4.5,18.5,3.0,20.0,4.0,19.0,5.0,19.0,3.0,19.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,17.0,,Complete,69.54887,D,,22.5,22.0,28.5,41.0,1.0,79.57894,B,25.0,,,83.09859,58.75,47.22222,1.0
Complete,10.0,10.0,,17.0,2.0,16.0,4.0,16.0,1.0,17.0,4.0,18.0,4.0,17.0,5.0,19.0,0.0,20.0,3.0,16.0,4.0,19.0,1.0,1.0,2.0,,1.0,4.0,,3.0,3.0,3.0,4.0,2.0,4.0,28.0,,Complete,76.69171999999999,C,,20,29.0,19.0,38.0,,80.63157,B,35.0,,,78.59154000000001,80.0,77.77776999999999,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,8.0,10.0,3.5,15.0,0.0,0.0,5.0,19.5,2.0,18.0,5.0,18.0,4.5,18.0,4.0,19.0,3.5,18.5,4.0,18.0,5.0,20.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,0.0,27.0,,Complete,66.91729000000001,D,,15,29.0,29.0,44.0,2.0,82.10526,B,31.0,2.5,,81.2676,75.0,75.0,4.5
Complete,10.0,10.0,4.0,15.0,2.5,19.5,5.0,18.0,5.0,19.0,4.0,19.0,5.0,17.5,0.0,0.0,3.0,18.5,5.0,19.5,3.5,19.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,4.0,2.0,4.0,22.0,,Complete,82.70676,B,,20,34.0,10.0,37.0,1.0,78.73684,C,30.0,,,75.77464,80.0,61.11111,1.0
Complete,10.0,10.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,18.5,5.0,20.0,4.5,20.0,5.0,19.0,5.0,19.5,5.0,19.0,5.0,18.0,0.0,1.0,2.0,0.0,2.0,3.5,0.0,5.0,3.0,0.0,0.0,0.0,4.0,20.5,,Complete,94.73684,A,,25,38.0,30.0,49.5,1.0,96.21051999999999,A,34.0,,,97.74647,90.0,56.94444,1.0
Complete,8.0,10.0,5.0,17.0,3.0,19.0,5.0,19.0,5.0,17.0,5.0,18.0,5.0,16.0,4.0,18.5,3.0,18.5,5.0,18.0,5.0,20.0,1.0,2.0,1.0,2.0,,2.0,,,0.0,,,,,8.0,5.0,Complete,87.21804,B,,In Progress,25.0,,33.0,,69.68421,C,18.0,,,72.95774,53.75,22.22222,5.0
,10.0,9.0,3.5,20.0,5.0,15.5,4.5,16.25,4.0,20.0,4.5,20.0,3.0,17.5,5.0,20.0,3.5,19.0,4.5,20.0,4.0,20.0,1.0,2.0,0.0,0.0,1.0,3.0,,,,,,,,7.0,,Complete,86.27819000000001,B,,22.5,26.0,26.5,46.5,,84.47368,B,24.0,,,91.61971,62.5,19.44444,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,9.0,10.0,5.0,18.0,5.0,15.0,5.0,18.0,5.0,18.0,5.0,18.0,5.0,16.0,5.0,19.0,2.0,20.0,3.0,18.0,5.0,19.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,,,15.0,,Complete,87.21804,B,,22.5,32.0,27.0,41.5,,84.63157,B,22.0,,,88.73239000000001,67.5,41.66666,0.0
,9.0,6.0,,17.0,5.0,17.0,5.0,18.0,,,,,,,4.0,18.5,3.0,20.0,3.0,15.0,2.0,19.0,0.0,,2.0,,,,2.0,4.0,3.0,,4.0,,,15.0,,Complete,59.39849,F,,,28.0,,43.0,,58.8421,F,32.0,,5/2/19,53.380280000000006,75.0,41.66666,0.0
Complete,10.0,9.0,4.0,19.0,5.0,19.0,5.0,18.5,5.0,20.0,5.0,20.0,4.0,18.5,,,5.0,19.5,5.0,20.0,5.0,20.0,1.0,1.0,,2.0,2.0,2.0,2.0,5.0,,3.0,,2.0,,20.0,,Complete,92.10526,A,,25,39.0,29.0,50.0,1.0,92.63157,A,36.0,3.5,,90.56338000000001,93.75,55.55555,4.5
Complete,10.0,10.0,4.0,18.0,5.0,19.5,5.0,19.5,5.0,18.5,5.0,19.5,5.0,18.5,4.0,19.5,4.0,19.0,5.0,19.5,4.5,20.0,1.0,1.0,2.0,2.0,0.0,3.5,2.0,5.0,3.0,3.0,4.0,0.0,0.0,26.5,,Complete,93.23308,A,,25,39.0,23.5,48.5,1.0,94.52631,A,34.0,,,94.36619,91.25,73.61111,1.0
Complete,10.0,10.0,4.0,19.0,5.0,17.0,4.0,17.5,5.0,18.0,4.0,16.0,4.0,18.0,5.0,18.5,5.0,18.5,5.0,18.0,5.0,18.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,5.0,3.0,3.0,4.0,0.0,0.0,24.0,,Complete,87.59398,B,,22.5,31.0,27.0,41.0,2.0,88.8421,B,34.0,,,88.73239000000001,81.25,66.66666,2.0
Complete,9.0,10.0,4.0,20.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,51.12781,F,,,,,,,14.631570000000002,F,69.5,1.5,2/18/19,13.802810000000001,86.875,0.0,1.5
Complete,8.0,10.0,4.0,17.0,2.0,17.0,5.0,18.0,5.0,19.0,4.0,17.5,5.0,18.5,5.0,19.0,5.0,19.0,5.0,20.0,5.0,20.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,4.0,29.0,,Complete,84.9624,B,,25,33.0,25.0,47.0,,89.68421,A,28.0,,,92.11267,76.25,80.55555,0.0
Complete,9.0,10.0,5.0,19.0,5.0,17.0,4.0,20.0,5.0,17.0,5.0,17.0,4.0,15.0,4.0,18.5,3.0,19.0,,,4.0,19.0,,0.0,,,,,,,0.0,,,,,0.0,,Complete,83.45864,B,,25,23.0,29.0,41.0,,71.05263000000001,C,,,,83.23943,28.75,0.0,0.0
Complete,10.0,10.0,5.0,20.0,4.0,19.0,5.0,18.0,5.0,20.0,3.5,18.0,5.0,20.0,4.0,19.0,5.0,20.0,5.0,20.0,5.0,19.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,,Complete,90.22556,A,,25,35.0,30.0,49.0,1.0,92.73684,A,32.0,,,96.76056,83.75,25.0,1.0
Complete,10.0,9.0,5.0,20.0,3.0,19.0,4.0,16.0,4.5,18.5,4.0,17.5,4.0,20.0,5.0,19.0,3.0,19.0,3.5,17.0,3.0,17.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,4.0,2.0,4.0,29.0,5.0,Complete,87.96992,B,,17.5,19.0,29.0,44.5,1.0,84.0,B,22.0,,,88.16901,51.25,80.55555,6.0
Complete,9.0,9.0,0.0,0.0,3.5,14.0,5.0,19.0,5.0,18.0,4.0,19.0,4.0,17.0,4.5,19.0,4.5,19.0,0.0,18.0,4.0,20.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Complete,65.03759000000001,D,,17.5,33.0,28.0,34.0,2.0,76.8421,C,31.0,,,78.02816,80.0,11.11111,2.0
